,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
3869,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f053c80""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
3879,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13e3c1c7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
3895,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c6c5427""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
3906,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6c6c5427""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
3940,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@160ac7fb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
3948,"isEmpty == ""false""","peek == ""0.0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
3950,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@12bfd80d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
3956,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4a3329b9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
3971,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3dddefd8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
3994,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b220bcb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4013,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b95e48b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4021,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@666b83a4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
4026,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5bfa8cc5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4029,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5bfa8cc5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4031,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@749c877b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4045,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16ecee1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4056,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@efde75f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4058,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16ecee1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4079,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@192d74fb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4104,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bef0fe3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4110,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bef0fe3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
4111,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62ea3440""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4116,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@192d74fb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4117,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bef0fe3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4146,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55b5f5d2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4151,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55b5f5d2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4167,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66ce957f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4182,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@556d0826""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
4190,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27953a83""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4198,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79da1ec0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4213,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@435871cb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4220,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@609640d5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4228,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4fc5e095""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4230,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@435871cb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4239,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19fb8826""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4252,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61884cb1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
4257,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b9ce1bf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4260,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b9ce1bf""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4263,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75ed9710""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4289,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51cd7ffc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4305,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40f1be1b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4316,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30d4b288""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4325,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4cc6fa2a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
4333,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40499e4f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4337,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30d4b288""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4357,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14c01636""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4382,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f2cb653""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4397,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a791b66""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4399,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@590c73d3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4418,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@dcfda20""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4430,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f73dcd6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4443,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c87bfe2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4444,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@dcfda20""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4453,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2fea7088""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4461,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d304f9d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4463,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f73dcd6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4492,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1080b026""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4494,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a4b2d8f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4502,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58ebfd03""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4504,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b07730f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4513,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1fdfafd2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4523,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b07730f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4581,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@354fc8f0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4589,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47db5fa5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4597,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47db5fa5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4607,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4678a2eb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4610,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4678a2eb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4622,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@41813449""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4625,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b43fbf6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4632,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b43fbf6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
4683,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@12bcd0c0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4685,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4879f0f2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4686,"isEmpty == ""false""","peek == ""-1""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4687,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@12bcd0c0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4698,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@306851c7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4711,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@306851c7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4732,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37b70343""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4744,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75f5fd58""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4763,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f8f9349""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4765,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4fbda97b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4770,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7446d8d5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4790,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75c9e76b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
4795,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c3b6c6e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4800,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f8f9349""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4805,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7446d8d5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4823,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@502f1f4c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4835,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ef3efa8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4844,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@662f5666""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4846,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5974109""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4850,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27305e6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
4854,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@502f1f4c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4861,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@fd8294b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4907,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e11485""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4912,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b324585""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4914,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60dce7ea""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4927,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fffff43""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
4928,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a8e6492""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4933,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a8e6492""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4941,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ed3068a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4943,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ed3068a""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4956,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c7fd41f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
4969,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fffff43""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4974,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ed3068a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
4979,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c2b6087""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
4989,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b77a04f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5013,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b672daa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5021,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@ea9b7c6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5032,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1fcb4808""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5041,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40c80397""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
5049,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@726e5805""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5051,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e077866""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5057,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@726e5805""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5059,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40c80397""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
5064,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22b53226""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5089,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@531c311e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5095,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60d1a32f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
5122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75e91545""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5133,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60d1a32f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5180,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75d0911a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5206,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@d8305c2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
5217,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56bca85b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5226,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@18230356""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5227,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@d8305c2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5239,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@422c3c7a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5261,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@41e350f1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5279,"isEmpty == ""false""","peek == ""class java.lang.Object""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
5286,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14b030a0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5299,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53812a9b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5304,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14b030a0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5307,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4ee37ca3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5309,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45c8d09f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
5320,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4ee37ca3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5327,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@24b6b8f6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5335,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5f031ebd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5344,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@72cf2de5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5345,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2bb7bd00""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5382,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19ae6bb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5387,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58359ebd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5412,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5af3a0f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5415,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58359ebd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5428,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10993713""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5465,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c4d27c8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5471,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6821ea29""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5485,"isEmpty == ""false""","peek == ""1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5486,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6821ea29""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5514,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@129b4fe2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
5548,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@505a9d7c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5554,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@758c83d8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5559,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@338494fa""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
5561,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@505a9d7c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
5571,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79145d5a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5573,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79145d5a""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5587,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@792bbc74""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5590,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a776e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5591,"isEmpty == ""false""","peek == "" ""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5609,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a776e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5622,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f2f9244""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5647,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b444398""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5654,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@cb191ca""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5677,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@42f48531""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
5700,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15cafec7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5707,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@67ab1c47""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
5713,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30bcf3c1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
