,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
25797,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1eb6e1c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25811,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51e0301d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25814,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47d7bfb3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25815,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1eb6e1c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25816,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47d7bfb3""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25820,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b6c624""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25822,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b6c624""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25825,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5754de72""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25826,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@14fc5d40""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25827,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5754de72""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25835,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e380628""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
25836,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1eaf1e62""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25844,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31ee96f4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25847,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@652ab8d9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25852,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e1f8469""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25857,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62e6a3ec""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25859,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62e6a3ec""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25869,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@320494b6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25877,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c81fd12""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25886,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@675ffd1d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25894,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e25147a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25898,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56303475""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25899,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1dcca8d3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25911,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6124287a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25914,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4632cfc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25921,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5631962""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25933,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6124287a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25937,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b68cb27""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25939,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b68cb27""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25943,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30506c0d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25948,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@52a70627""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25952,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19569ebd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25962,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10876a6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25970,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6dd91637""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25971,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@706cb08""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25977,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45792847""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25987,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@35d3ab60""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25990,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@71870da7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25997,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e9456ae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25999,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e9456ae""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26013,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@985696""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26015,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@985696""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26020,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c455e96""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
26021,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5bcde458""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26026,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16a9a4f1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26028,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5bcde458""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26029,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@215a34b4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26048,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f1cae23""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26054,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e9456ae""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26060,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@52b6319f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26062,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@77bd7fe7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26081,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40d10481""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26091,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63da207f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26093,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63da207f""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26096,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60dd3c23""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26104,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7d755813""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26118,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78de58ea""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26120,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60e5272""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26122,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60e5272""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26124,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@173373b4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26128,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@69c93ca4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26130,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@173373b4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26144,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@432034a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26155,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7551da2a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26166,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61f3fbb8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26171,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@250b236d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26184,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b214b94""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26187,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70e3f36f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26188,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6daf2337""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26189,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70e3f36f""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26201,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@24fabd0f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26212,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b8d084""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26214,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6daf2337""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26223,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49601f82""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26226,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@23e44287""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26234,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6daf2337""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26247,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c7cfcbb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26251,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@65bb9029""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26253,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1bfe3203""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26271,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73ba6fe6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26273,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79ab34c1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26297,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6093d508""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26300,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13047d7d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26307,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@782168b7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26313,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@28d79cba""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26319,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1698d7c0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26321,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1698d7c0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26325,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@782168b7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26329,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@87abc48""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26338,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7435a578""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26344,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@29f0c4f2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26353,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@281f23f2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26362,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13047d7d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26363,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7435a578""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26370,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bdc8014""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26382,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@41c204a0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26384,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64138b0c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26386,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49dbaaf3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
26390,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1f443fae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
26394,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@736f3e9e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26396,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bdc8014""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26404,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22d9c961""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26414,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e628b52""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26425,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51ec2df1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26426,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15fa55a6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26427,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51ec2df1""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26428,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d74c3ba""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26436,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f8f56b9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26442,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f186450""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26444,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7fab4be7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26447,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d74c3ba""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26455,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a64e035""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26481,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c16fadb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
26482,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2227a6c1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26495,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@325bb9a6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26497,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@543e593""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26502,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d12b024""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26513,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@248deced""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26515,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@248deced""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26520,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@72fe8a4f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26522,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2227a6c1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26523,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e9804b9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26530,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d12b024""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26532,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1d12b024""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26536,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43effd89""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26549,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a10b263""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26558,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70abf9b0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26563,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e39850""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26569,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1603dc2f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26586,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@398474a2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
26591,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@37fdfb05""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26593,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78c1a023""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
26598,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e39850""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26600,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61799544""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26602,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61799544""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26603,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@476ec9d0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26615,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4912d525""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26620,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@151335cb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26635,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27fde870""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26639,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@765df79d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26641,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@765df79d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26643,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4a7761b1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26645,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27fde870""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26655,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@77a281fc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26657,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@77a281fc""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26661,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2bcec6a6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26665,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2bfbffb2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26666,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e850122""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26679,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57c88764""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26701,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e4c3a38""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26703,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@293cde83""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26712,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c27d163""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26714,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c27d163""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26716,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78faea5f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26721,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b4c3c29""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26727,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4cdd2c73""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26728,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4abf3f0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26729,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4cdd2c73""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26736,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ac7aa18""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26743,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f667ad1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26754,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7aad3f7d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26756,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7aad3f7d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26758,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@566d0c69""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
