,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
18525,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c209437""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18532,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2262b621""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18534,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f667fe""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
18541,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e928e2f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18543,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@788fcafb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
18555,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@788fcafb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18574,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53d1b9b3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18576,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2cae1042""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18589,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@163d04ff""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18599,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53d1b9b3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18600,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@163d04ff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18628,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@163d04ff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
18639,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57eda880""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18643,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@207b8649""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@34997338""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18668,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2b5825fa""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18676,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@65b3a85a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18696,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4504d271""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18714,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62f4ff3b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18725,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58c34bb3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18727,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62163b39""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
18739,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56a4479a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18742,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1698fc68""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18749,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1698fc68""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18779,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62163b39""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18781,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20a8a64e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18786,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73163d48""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18794,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26425897""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18802,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73163d48""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18809,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@565b064f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18832,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@565b064f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18836,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73163d48""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18856,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c8eee0f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18858,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@674658f7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18872,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c8eee0f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18890,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@52045dbe""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18911,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@52045dbe""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18915,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c8eee0f""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
18931,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6cfcd46d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18955,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@16746061""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18963,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2313052e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18972,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2bd2b28e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18985,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57fd91c9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
18987,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d18aa28""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
18996,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7756c3cd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19001,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75390459""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19012,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40cb698e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19014,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6eeade6c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19023,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60641ec8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19025,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6eeade6c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
19038,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a5bd950""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19040,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@29df4d43""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19044,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4a891c97""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19052,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75f65e45""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19054,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a5bd950""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19061,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5dd91bca""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19068,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3382f8ae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19093,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c398c80""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19106,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7fc6de5b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19108,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@607fbe09""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19117,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@fb9c7aa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19130,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c398c80""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19131,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@60a2630a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19138,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@21baa903""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19156,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@72758afa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
19171,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1cbf6e72""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19176,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25b2cfcb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19178,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2a8d39c4""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19181,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@72758afa""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19191,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1af146""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19193,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25b2cfcb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19206,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6aecbb8d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19208,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4da602fc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
19222,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62e6b5c8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19228,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f792b9b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19234,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1bb564e2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19238,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b8233cd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19240,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b20ca2b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19247,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62e6b5c8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19267,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b20ca2b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19325,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4044fb95""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19341,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58fe0499""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19343,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@665df3c6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
19345,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68b6f0d6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19347,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2974f221""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19354,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@686449f9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19361,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@aa549e5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19369,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b7ff809""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19383,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5c00384f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19409,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@36f48b4""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19426,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a7288a3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19435,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1a7288a3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19477,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@320de594""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19484,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@abf688e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19490,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@478ee483""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19505,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3dd1dc90""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19510,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fa2213""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19520,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@488eb7f2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19522,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4189d70b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
19528,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1021f6c9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19529,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4189d70b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19551,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5bc9ba1d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19553,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7516e4e5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19560,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e81e5ac""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19590,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f0b0a5e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19599,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6035b93b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19615,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6035b93b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19627,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e7634b9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19643,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e22550a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45e37a7e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19667,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78fbff54""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19669,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e10dc6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19688,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@77a98a6a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19710,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62452cc9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19719,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6941827a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19721,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5a7005d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19744,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f0846c6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19760,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5d2a4eed""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19778,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5d2a4eed""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19787,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57459491""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19797,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f0846c6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19802,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@18025ced""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19809,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@75b25825""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19816,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13cf7d52""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19817,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3a3e4aff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19840,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a202ccb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19841,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20f12539""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19842,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a202ccb""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19867,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20f12539""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19879,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20a14b55""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19889,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3eeb318f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19896,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@20a14b55""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19898,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39ad977d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19908,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6da00fb9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
19921,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@549949be""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
19923,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@17a87e37""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
19932,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b3a45f1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19953,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b2c0e88""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
19976,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c6804cd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
20013,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c1bd0be""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
20015,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@476b0ae6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
20017,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5bd82fed""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
20034,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@655f7ea""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
20045,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@655f7ea""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
20064,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e7aa82b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
20068,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@698122b2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
20069,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4212a0c8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
20082,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4212a0c8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
20100,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3542162a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
20108,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e7aa82b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
20146,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b44435b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
20153,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66b7550d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
20182,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3543df7d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
20183,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c541c15""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
20184,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3543df7d""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
20189,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2ccca26f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
20191,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3543df7d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
20216,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55342f40""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
20226,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@40f70521""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
20230,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@774698ab""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
20242,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@b6b1987""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
