,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
30114,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b5f8707""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30115,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@772485dd""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30120,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5a12c728""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30133,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79ab3a71""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30137,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49bd54f7""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30144,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b5f8707""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30151,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@772485dd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30166,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62577d6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30176,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1556f2dd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30177,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@35e52059""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30178,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62577d6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30188,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6548bb7d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30190,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@54336c81""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30211,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5aa360ea""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30220,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@35e52059""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30227,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e27ba81""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30229,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62577d6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30235,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10567255""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30240,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5fd9b663""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30245,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10567255""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30260,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79c4715d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30268,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@214894fc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30273,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5fd9b663""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30283,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e362c57""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30284,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c4ee95c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30285,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@79c4715d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30295,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@65ef722a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30309,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5fd9b663""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30326,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58cd06cb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30338,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3be8821f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30339,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64b31700""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30340,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3be8821f""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30372,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74a9c4b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30386,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74a9c4b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30390,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74a9c4b0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30391,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@85ec632""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30392,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74a9c4b0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30398,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@bae47a0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30403,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b65e559""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30415,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b65e559""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30416,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c05a54d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30433,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1bb9aa43""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30441,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1bb9aa43""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30448,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e6ee0bc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30453,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@467f77a5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30455,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@420bc288""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30458,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4201a617""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30480,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@66b72664""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30489,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@df5f5c0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30494,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@308a6984""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30496,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7a34b7b8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30509,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fc08eec""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30513,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fc08eec""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30514,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5cad8b7d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30524,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3fc08eec""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30530,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@315df4bb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30552,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25243bc1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30557,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@25243bc1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30574,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b02e036""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30582,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1e287667""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30602,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@51abf713""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30609,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61e3a1fd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30614,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d4d48a6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30620,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4d4d48a6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@eadb475""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30673,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49ef32e0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30680,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49ef32e0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30686,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7e8e8651""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30694,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49ef32e0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30695,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@271f18d3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30703,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6bd51ed8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30709,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63a5e46c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30710,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6bd51ed8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30711,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63a5e46c""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30721,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@61a5b4ae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30722,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b69fd74""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30735,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f325091""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30742,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@437e951d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30747,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3a71c100""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30753,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3a71c100""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30761,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5b69fd74""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30766,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f325091""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30785,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11ee02f8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30787,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@77b325b3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30796,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3f3c966c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30798,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4102b1b1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30805,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ef41c66""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30807,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ef41c66""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30813,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@13c612bd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30818,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@50b0bc4c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30819,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@c20be82""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30822,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@622ef26a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30836,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b739528""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30842,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@50b0bc4c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30847,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b739528""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30860,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a175569""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30877,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5f577419""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30884,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@28fa700e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30888,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e041f0c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30889,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a175569""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30901,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3d526ad9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30908,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@28fa700e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30913,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@e041f0c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30919,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@41de5768""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30920,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11963225""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30934,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b770e40""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30940,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a1ebcff""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30945,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1968a49c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30953,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@54a3ab8f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30957,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a1ebcff""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30970,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3c1e3314""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30971,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b770e40""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30972,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78e16155""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
30977,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1968a49c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
30984,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@19868320""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30992,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@78e16155""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
30997,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6a1ebcff""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31006,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26f143ed""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31026,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53bc1328""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31027,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26f143ed""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31032,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e792ce3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31045,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26f143ed""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31059,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7bfc3126""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31064,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22ee2d0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31072,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c282004""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31073,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@22ee2d0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31074,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2c282004""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31075,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7bfc3126""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
31086,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@26d10f2e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31087,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10ad20cb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31101,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10ad20cb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31108,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@70f43b45""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31110,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10ad20cb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31121,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@106faf11""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31124,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7dd712e8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31134,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7692cd34""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31139,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33aa93c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31155,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@32c0915e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31182,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7692cd34""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31185,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33aa93c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31221,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7561db12""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31228,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7561db12""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31234,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4acf72b6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31246,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@24b52d3e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31253,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3301500b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31257,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@24b52d3e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31258,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15deb1dc""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31259,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e9c413e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31264,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47a64f7d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31283,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@33d05366""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31284,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@27a0a5a2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31290,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47a64f7d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31301,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@36dce7ed""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31316,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@57a4d5ee""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31317,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5af5def9""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31318,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3a45c42a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
31326,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5af5def9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31338,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3a45c42a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31345,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@619bd14c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31360,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@323e8306""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
31366,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@323e8306""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
31378,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@a23a01d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
