,isEmpty,peek,calledMethod,isEmpty_p,calledMethod_p
25213,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2e3f79a2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25216,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@b174a73""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25226,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@67594471""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25232,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2776015d""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25244,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b1a43d8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25247,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73545b80""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25255,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7ea899a9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25264,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6fa69af7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25266,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73545b80""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25272,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73545b80""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25276,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6d469831""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25278,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2ff15f8c""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25282,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@74db12c2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25298,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@31edeac""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25301,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e84111a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25304,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@67d86804""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25307,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45bb2aa1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25316,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@263bbfeb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
25319,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45bb2aa1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25323,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@45bb2aa1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25330,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@263bbfeb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25343,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7afb1741""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25346,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@263bbfeb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25356,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@451882b2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25360,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b78ed6a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25361,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6fca5907""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25371,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b78ed6a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25381,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ec65b5e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25383,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7bebcd65""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
25386,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4a23350""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25389,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b78ed6a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25396,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7bebcd65""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25399,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47447ccf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25407,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7b78ed6a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25412,"isEmpty == ""false""","peek == ""class java.lang.Short""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25423,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@47447ccf""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25429,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@470a659f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25432,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@213bd3d5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25445,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3b2f4a93""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25456,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3d49fd31""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25459,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2324bfe7""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25476,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4da9f723""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25481,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ffb3598""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
25484,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4016ccc1""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25487,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@112d1c8e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25490,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ec46cdd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25497,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ffb3598""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25500,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@46cb98a3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25513,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@21d1b321""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25522,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6e1b9411""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25527,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@73a19967""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25536,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64693226""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25540,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@117bcfdc""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25546,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5e746d37""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25552,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2015b2cd""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25557,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3bdb2c78""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25558,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@64693226""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25568,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@240f6c41""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25571,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b2e0f78""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25576,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3659d7b1""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25579,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1c758545""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25587,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4e73b552""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25590,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b0615ae""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25592,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@221dad51""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25594,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2416498e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25598,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@771cbb1a""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25600,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2416498e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25604,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2cec704c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25617,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2416498e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25635,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@49c8f6e8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25640,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c9bdee9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25643,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7afbf561""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25646,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6b00ad9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25648,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7afbf561""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25651,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4f453e63""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25655,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7afbf561""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25656,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2f98635e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25671,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7afbf561""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25681,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@338cc75f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25684,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@86733""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25687,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@186cb891""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25692,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7aa9e414""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25695,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@53a5e217""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25698,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7aa9e414""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25701,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7fc7c4a""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25707,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@440eaa07""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25709,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@186cb891""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25712,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@624a24f6""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25715,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@390877d2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25719,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@390877d2""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25738,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39e43310""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25741,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ec2ecea""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25749,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6f4ade6e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25752,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@514cd540""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25754,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39e43310""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25760,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@11d4dbd6""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25763,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@eb507b9""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
25769,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4bbb49b0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25773,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3effd4f3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25778,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@670ce331""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25781,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3cff0139""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25787,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4b2e3e8f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25790,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f096f37""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25793,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3effd4f3""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25804,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@f096f37""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25806,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@41f4fe5""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25813,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7c29adc8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25814,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@15f8701f""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25829,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c48fe92""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25834,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@732c9b5c""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25835,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9d7ccfe""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25847,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@36ddaebf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25849,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@36ddaebf""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25851,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@213c3543""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25861,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@38320e34""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25865,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3d6a6bee""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25867,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@9d7ccfe""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25877,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3ae0b770""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25882,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10bd9df0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25884,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@10bd9df0""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25903,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@55e3d6c3""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25905,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30e6a763""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
25908,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@30e6a763""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25910,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ae95707""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25917,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@367b22e5""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25925,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e5d4f6b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25928,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@39c1fe0b""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25934,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ae95707""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25943,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5ae95707""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25952,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62891fc8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25958,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@68217d41""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25962,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1bf39d06""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25966,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@fca387""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25970,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1ac45389""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25974,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@3e5d4f6b""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
25985,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@63bde6c2""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25989,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@5a00eb1e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
25991,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c59e45e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
25999,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ea04618""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26002,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@56078cea""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26005,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@36fcf6c0""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26011,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6dd82486""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26015,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58ec7116""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26017,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@58ec7116""","calledMethod == ""pop""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26025,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c59e45e""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26051,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@431f1eaf""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26053,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@36fcf6c0""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
26060,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@1aac188d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""pop"""
26063,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@cb03411""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26066,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4c59e45e""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26078,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@4fad6218""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26083,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43f61afb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26087,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43f61afb""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""CTOR"""
26090,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@62a4417""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26093,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43f61afb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26102,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7026b7ee""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26105,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@7cb8437d""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26109,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@43f61afb""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""pop"""
26110,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@713064e8""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26115,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@713064e8""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
26118,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@2d23faef""","calledMethod == ""push""","isEmpty_p == ""False""","calledMethod_p == ""push"""
26125,"isEmpty == ""false""","peek == ""experiment.drivers.AlejaStackTestDriver@6ab4ba9f""","calledMethod == ""push""","isEmpty_p == ""True""","calledMethod_p == ""clear"""
